#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type Cap Room
311 68 75 88 31 4 1 17 1 45 263 
316 70 77 158 32 2 8 1 1 45 2 
317 70 77 158 32 2 9 1 1 45 2 
318 70 77 158 32 2 10 1 1 45 2 
319 70 77 158 32 2 11 1 1 45 2 
324 72 79 180 31 2 7 17 1 45 263 
325 72 79 180 31 2 7 17 1 45 253 
326 72 79 180 31 2 9 17 1 45 253 
327 72 79 180 31 6 1 17 1 45 263 
328 72 79 180 31 6 2 17 1 45 263 
329 72 79 180 31 6 3 17 1 45 263 
354 28 85 88 31 4 2 17 1 45 253 
355 28 85 88 31 4 3 17 1 45 253 
356 28 85 88 31 4 4 17 1 45 253 
357 28 85 88 31 4 5 17 1 45 253 
358 28 85 88 31 4 1 17 1 45 253 
359 28 85 88 31 6 8 17 1 45 263 
360 28 85 88 31 6 9 17 1 45 263 
361 28 85 88 31 6 10 17 1 45 263 
362 28 85 88 31 6 11 17 1 45 263 
367 79 87 155 34 2 16 1 1 45 3 
368 79 87 155 34 2 17 1 1 45 3 
369 79 87 155 34 4 16 1 1 45 3 
370 79 87 155 34 4 17 1 1 45 3 
401 86 95 119 41 2 2 17 1 45 253 
402 86 95 119 41 2 3 17 1 45 253 
403 86 95 119 41 2 4 17 1 45 253 
404 86 95 119 41 2 5 17 1 45 253 
420 55 99 142 14 4 12 17 1 45 263 
421 55 99 142 14 4 13 17 1 45 263 
422 55 99 142 14 4 15 17 1 45 263 
423 55 99 142 14 4 16 17 1 45 263 
424 55 99 142 14 4 17 17 1 45 263 
425 55 99 142 14 4 17 17 1 45 253 
438 90 103 156 32 3 2 1 1 45 2 
439 90 103 156 32 3 3 1 1 45 2 
440 90 103 156 32 3 4 1 1 45 2 
441 90 103 156 32 3 5 1 1 45 2 
453 94 108 154 34 2 8 1 1 45 2 
454 94 108 154 34 2 9 1 1 45 2 
455 94 108 154 34 4 8 1 1 45 2 
456 94 108 154 34 4 9 1 1 45 2 
473 99 113 155 34 2 14 1 1 45 3 
474 99 113 155 34 2 15 1 1 45 3 
475 99 113 155 34 4 14 1 1 45 3 
476 99 113 155 34 4 15 1 1 45 3 
481 30 115 155 34 2 14 1 1 45 2 
482 30 115 155 34 2 15 1 1 45 2 
483 30 115 155 34 4 14 1 1 45 2 
484 30 115 155 34 4 15 1 1 45 2 
485 26 116 156 32 5 8 1 1 45 2 
486 26 116 156 32 5 9 1 1 45 2 
542 114 132 68 24 6 3 17 1 45 253 
543 114 132 68 24 6 4 17 1 45 253 
544 114 132 68 24 6 7 17 1 45 263 
545 114 132 68 24 6 7 17 1 45 253 
577 120 138 87 43 2 2 1 1 45 3 
578 120 138 87 43 2 3 1 1 45 3 
579 120 138 87 43 4 2 1 1 45 2 
580 120 138 87 43 4 3 1 1 45 2 
591 123 142 154 34 2 4 1 1 45 3 
592 123 142 154 34 2 5 1 1 45 3 
593 123 142 154 34 4 4 1 1 45 2 
594 123 142 154 34 4 5 1 1 45 2 
619 28 149 88 31 4 2 17 1 45 253 
620 28 149 88 31 4 3 17 1 45 253 
621 28 149 88 31 4 4 17 1 45 253 
622 28 149 88 31 4 5 17 1 45 253 
623 28 149 88 31 6 8 17 1 45 253 
624 28 149 88 31 6 9 17 1 45 253 
625 28 149 88 31 6 10 17 1 45 253 
626 28 149 88 31 6 11 17 1 45 253 
635 130 152 7 30 4 2 1 1 45 2 
636 130 152 7 30 4 3 1 1 45 2 
637 130 152 7 30 5 2 1 1 45 3 
638 130 152 7 30 5 3 1 1 45 3 
639 130 152 7 30 5 4 1 1 45 2 
644 132 154 157 32 6 2 1 1 45 3 
645 132 154 157 32 6 3 1 1 45 3 
650 134 156 137 18 2 4 1 1 45 2 
651 134 156 137 18 2 5 1 1 45 2 
652 134 156 137 18 5 4 1 1 45 2 
653 134 156 137 18 5 5 1 1 45 2 
670 136 158 158 32 2 8 1 1 45 2 
671 136 158 158 32 2 9 1 1 45 2 
672 136 158 158 32 2 10 1 1 45 2 
697 140 165 157 32 3 4 1 1 45 2 
698 140 165 157 32 3 5 1 1 45 2 
699 140 165 157 32 5 4 1 1 45 2 
700 140 165 157 32 5 5 1 1 45 2 
706 123 167 154 34 2 2 1 1 45 2 
707 123 167 154 34 2 3 1 1 45 2 
708 123 167 154 34 4 2 1 1 45 2 
709 123 167 154 34 4 3 1 1 45 2 
716 141 170 161 16 4 4 1 1 45 2 
717 141 170 161 16 4 5 1 1 45 2 
736 141 176 161 16 2 4 1 1 45 2 
737 141 176 161 16 2 5 1 1 45 2 
738 141 176 161 16 6 8 1 1 45 2 
739 141 176 161 16 6 10 1 1 45 2 
744 145 178 133 34 3 4 1 1 45 2 
745 145 178 133 34 3 5 1 1 45 2 
746 145 178 133 34 5 4 1 1 45 2 
747 145 178 133 34 5 5 1 1 45 2 
774 141 186 161 16 2 2 1 1 45 2 
775 141 186 161 16 2 3 1 1 45 2 
776 141 186 161 16 6 4 1 1 45 3 
777 141 186 161 16 6 5 1 1 45 3 
778 141 186 161 16 6 6 1 1 45 3 
795 153 191 87 43 2 2 1 1 45 2 
796 153 191 87 43 2 3 1 1 45 2 
797 153 191 87 43 4 2 1 1 45 2 
798 153 191 87 43 4 3 1 1 45 2 
805 154 194 76 43 3 8 1 1 45 2 
806 154 194 76 43 3 9 1 1 45 2 
807 154 194 76 43 5 8 1 1 45 2 
808 154 194 76 43 5 9 1 1 45 2 
813 136 196 158 32 3 16 1 1 45 3 
814 136 196 158 32 3 17 1 1 45 3 
819 157 198 154 34 3 2 1 1 45 2 
820 157 198 154 34 3 3 1 1 45 2 
821 157 198 154 34 5 2 1 1 45 2 
822 157 198 154 34 5 3 1 1 45 2 
827 137 200 88 31 5 7 17 1 45 263 
828 137 200 88 31 5 7 17 1 45 253 
829 137 200 88 31 5 9 17 1 45 263 
832 26 202 156 32 3 4 1 1 45 2 
833 26 202 156 32 3 5 1 1 45 2 
842 161 205 87 43 2 2 1 1 45 2 
843 161 205 87 43 2 3 1 1 45 2 
844 161 205 87 43 4 2 1 1 45 2 
845 161 205 87 43 4 3 1 1 45 2 
846 161 205 87 43 6 2 1 1 45 2 
847 161 205 87 43 6 3 1 1 45 2 
852 153 207 87 43 3 2 1 1 45 2 
853 153 207 87 43 3 3 1 1 45 2 
854 153 207 87 43 5 2 1 1 45 2 
855 153 207 87 43 5 3 1 1 45 2 
856 10 208 142 14 4 15 17 1 45 253 
857 10 208 142 14 4 16 17 1 45 253 
858 10 208 142 14 4 17 17 1 45 253 
859 10 208 142 14 4 17 17 1 45 253 
893 165 217 158 32 2 14 1 1 45 2 
894 165 217 158 32 2 15 1 1 45 2 
895 165 217 158 32 2 16 1 1 45 2 
896 165 217 158 32 2 17 1 1 45 2 
901 167 220 142 14 3 15 17 1 45 263 
902 167 220 142 14 3 16 17 1 45 263 
903 167 220 142 14 3 17 17 1 45 263 
904 167 220 142 14 3 17 17 1 45 253 
905 132 221 157 32 3 8 1 1 45 2 
906 132 221 157 32 3 9 1 1 45 2 
907 132 221 157 32 3 10 1 1 45 2 
908 132 221 157 32 3 11 1 1 45 2 
913 168 223 158 32 3 2 1 1 45 2 
914 168 223 158 32 3 3 1 1 45 2 
915 168 223 158 32 3 4 1 1 45 2 
916 168 223 158 32 3 5 1 1 45 2 
944 136 230 158 32 5 2 1 1 45 2 
945 136 230 158 32 5 3 1 1 45 2 
984 175 240 164 17 6 2 1 1 45 2 
985 175 240 164 17 6 3 1 1 45 2 
986 175 240 164 17 6 4 1 1 45 2 
987 175 240 164 17 6 5 1 1 45 2 
992 177 242 87 43 4 10 1 1 45 2 
993 177 242 87 43 4 11 1 1 45 2 
994 177 242 87 43 6 10 1 1 45 2 
995 177 242 87 43 6 11 1 1 45 2 
1051 187 258 93 32 5 9 1 1 45 2 
1056 188 260 142 14 3 15 17 1 45 253 
1057 188 260 142 14 3 16 17 1 45 253 
1058 188 260 142 14 3 17 17 1 45 253 
1059 188 260 142 14 3 17 17 1 45 253 
1066 30 263 155 34 5 10 1 1 45 2 
1067 30 263 155 34 5 11 1 1 45 2 
1082 82 268 93 32 4 2 1 1 45 2 
1083 82 268 93 32 4 3 1 1 45 2 
1084 28 269 88 31 4 2 17 1 45 253 
1085 28 269 88 31 4 3 17 1 45 253 
1086 28 269 88 31 4 4 17 1 45 253 
1087 28 269 88 31 4 5 17 1 45 253 
1088 28 269 88 31 4 1 17 1 45 253 
1089 28 269 88 31 6 8 17 1 45 253 
1090 28 269 88 31 6 9 17 1 45 253 
1091 28 269 88 31 6 10 17 1 45 253 
1092 28 269 88 31 6 11 17 1 45 253 
1114 84 276 156 32 2 10 1 1 45 2 
1115 84 276 156 32 2 11 1 1 45 2 
1116 84 276 156 32 5 10 1 1 45 2 
1117 84 276 156 32 5 11 1 1 45 2 
1141 201 283 130 34 3 4 1 1 45 2 
1142 201 283 130 34 3 5 1 1 45 2 
1143 201 283 130 34 5 4 1 1 45 2 
1144 201 283 130 34 5 5 1 1 45 2 
1183 208 295 91 43 3 14 1 1 45 3 
1184 208 295 91 43 3 15 1 1 45 3 
1185 208 295 91 43 5 14 1 1 45 3 
1186 208 295 91 43 5 15 1 1 45 3 
1201 209 298 73 8 6 2 1 1 45 2 
1202 209 298 73 8 6 3 1 1 45 2 
1225 118 304 167 29 2 2 1 1 45 2 
1226 118 304 167 29 2 3 1 1 45 2 
1227 118 304 167 29 3 4 1 1 45 2 
1228 118 304 167 29 3 5 1 1 45 2 
1229 118 304 167 29 4 4 1 1 45 2 
1230 118 304 167 29 4 5 1 1 45 2 
1231 118 304 167 29 5 2 1 1 45 2 
1232 118 304 167 29 5 3 1 1 45 2 
1233 118 304 167 29 5 4 1 1 45 2 
1234 118 304 167 29 5 5 1 1 45 2 
1235 118 304 167 29 5 1 1 1 45 3 
1238 187 306 93 32 5 8 1 1 45 2 
1243 153 308 87 43 4 10 1 1 45 2 
1244 153 308 87 43 4 11 1 1 45 2 
1245 213 309 91 43 5 16 1 1 45 3 
1246 213 309 91 43 5 17 1 1 45 3 
1292 67 322 91 43 3 14 1 1 45 2 
1293 67 322 91 43 3 15 1 1 45 2 
1294 67 322 91 43 5 14 1 1 45 2 
1295 67 322 91 43 5 15 1 1 45 2 
1308 222 326 146 15 4 2 1 1 45 2 
1309 222 326 146 15 4 3 1 1 45 2 
1310 222 326 146 15 4 4 1 1 45 2 
1311 222 326 146 15 4 5 1 1 45 2 
1332 225 332 158 32 5 4 1 1 45 2 
1333 225 332 158 32 5 5 1 1 45 2 
1334 226 333 133 34 2 8 1 1 45 2 
1335 226 333 133 34 2 9 1 1 45 2 
1336 226 333 133 34 4 8 1 1 45 2 
1337 226 333 133 34 4 9 1 1 45 2 
1348 229 337 83 17 3 13 1 1 45 3 
1349 229 337 83 17 3 14 1 1 45 2 
1350 229 337 83 17 5 13 1 1 45 3 
1351 229 337 83 17 5 14 1 1 45 2 
1440 79 362 155 34 2 10 1 1 45 2 
1441 79 362 155 34 2 11 1 1 45 2 
1442 79 362 155 34 4 10 1 1 45 2 
1443 79 362 155 34 4 11 1 1 45 2 
1476 68 367 88 31 3 7 17 1 45 263 
1477 68 367 88 31 3 9 17 1 45 263 
1478 68 367 88 31 3 10 17 1 45 263 
1479 68 367 88 31 3 11 17 1 45 263 
1480 177 368 87 43 2 8 1 1 45 2 
1481 177 368 87 43 2 9 1 1 45 2 
1482 177 368 87 43 4 8 1 1 45 2 
1483 177 368 87 43 4 9 1 1 45 2 
1498 247 372 157 32 5 8 1 1 45 2 
1499 247 372 157 32 5 9 1 1 45 2 
1500 247 372 157 32 5 10 1 1 45 2 
1501 247 372 157 32 5 11 1 1 45 2 
1502 225 373 158 32 4 14 1 1 45 2 
1503 225 373 158 32 4 15 1 1 45 2 
1504 225 373 158 32 4 16 1 1 45 2 
1505 225 373 158 32 4 17 1 1 45 2 
1564 153 379 87 43 3 2 1 1 45 2 
1565 153 379 87 43 3 3 1 1 45 2 
1566 153 379 87 43 5 2 1 1 45 2 
1567 153 379 87 43 5 3 1 1 45 2 
1597 94 387 154 34 3 2 1 1 45 2 
1598 94 387 154 34 3 3 1 1 45 2 
1599 94 387 154 34 5 2 1 1 45 2 
1600 94 387 154 34 5 3 1 1 45 2 
1605 154 389 76 43 3 10 1 1 45 2 
1606 154 389 76 43 3 11 1 1 45 2 
1607 154 389 76 43 5 10 1 1 45 2 
1608 154 389 76 43 5 11 1 1 45 2 
1632 252 392 5 27 4 2 1 1 45 2 
1633 252 392 5 27 4 3 1 1 45 2 
1634 252 392 5 27 4 4 1 1 45 2 
1635 252 392 5 27 4 5 1 1 45 2 
1660 5 400 76 43 3 8 1 1 45 2 
1661 5 400 76 43 3 9 1 1 45 2 
1662 5 400 76 43 5 8 1 1 45 2 
1663 5 400 76 43 5 9 1 1 45 2 
1678 186 405 157 32 4 4 1 1 45 2 
1679 186 405 157 32 4 5 1 1 45 2 
1680 254 406 105 18 2 14 1 1 45 2 
1681 254 406 105 18 2 15 1 1 45 2 
1682 254 406 105 18 2 16 1 1 45 2 
1683 254 406 105 18 2 17 1 1 45 2 
1700 137 411 88 31 3 10 17 1 45 253 
1731 177 414 87 43 2 2 1 1 45 2 
1732 177 414 87 43 2 3 1 1 45 2 
1733 177 414 87 43 4 2 1 1 45 2 
1734 177 414 87 43 4 3 1 1 45 2 
1735 177 414 87 43 6 2 1 1 45 2 
1736 177 414 87 43 6 3 1 1 45 2 
1737 256 415 87 43 3 8 1 1 45 2 
1738 256 415 87 43 3 9 1 1 45 2 
1739 256 415 87 43 5 8 1 1 45 2 
1740 256 415 87 43 5 9 1 1 45 2 
1747 136 418 158 32 2 14 1 1 45 2 
1748 136 418 158 32 2 15 1 1 45 2 
1749 136 418 158 32 2 16 1 1 45 2 
1811 213 425 91 43 3 14 1 1 45 2 
1812 213 425 91 43 3 15 1 1 45 2 
1813 213 425 91 43 5 14 1 1 45 2 
1814 213 425 91 43 5 15 1 1 45 2 
1815 208 426 91 43 4 2 1 1 45 2 
1816 208 426 91 43 4 3 1 1 45 2 
1817 208 426 91 43 6 2 1 1 45 2 
1818 208 426 91 43 6 3 1 1 45 2 
1833 261 431 36 36 2 11 17 1 45 253 
1834 261 431 36 36 2 12 17 1 45 253 
1835 261 431 36 36 2 13 17 1 45 263 
1836 261 431 36 36 3 12 17 1 45 263 
1837 261 431 36 36 3 13 17 1 45 263 
1862 265 438 142 14 6 15 17 1 45 253 
1863 265 438 142 14 6 16 17 1 45 253 
1864 265 438 142 14 6 17 17 1 45 253 
1865 265 438 142 14 6 17 17 1 45 253 
1874 82 441 93 32 3 10 1 1 45 2 
1899 5 448 76 43 3 2 1 1 45 2 
1900 5 448 76 43 3 3 1 1 45 2 
1901 5 448 76 43 5 2 1 1 45 2 
1902 5 448 76 43 5 3 1 1 45 2 
1903 26 449 156 32 3 2 1 1 45 2 
1904 26 449 156 32 3 3 1 1 45 2 
1913 94 453 154 34 2 4 1 1 45 2 
1914 94 453 154 34 2 5 1 1 45 2 
1915 94 453 154 34 4 4 1 1 45 2 
1916 94 453 154 34 4 5 1 1 45 2 
1921 270 455 91 43 3 14 1 1 45 2 
1922 270 455 91 43 3 15 1 1 45 2 
1923 270 455 91 43 5 14 1 1 45 2 
1924 270 455 91 43 5 15 1 1 45 2 
1938 272 459 120 41 5 15 17 1 45 253 
1939 272 459 120 41 5 16 17 1 45 253 
1940 272 459 120 41 5 17 17 1 45 253 
1941 272 459 120 41 5 17 17 1 45 253 
1957 145 464 133 34 3 8 1 1 45 2 
1958 145 464 133 34 3 9 1 1 45 2 
1959 254 465 105 18 6 14 1 1 45 3 
1960 254 465 105 18 6 15 1 1 45 3 
1961 254 465 105 18 6 16 1 1 45 3 
1962 254 465 105 18 6 17 1 1 45 3 
1969 241 468 80 12 4 3 1 1 45 2 
1970 241 468 80 12 4 4 1 1 45 2 
1971 241 468 80 12 4 5 1 1 45 2 
2009 117 477 93 32 2 8 1 1 45 2 
2010 117 477 93 32 2 9 1 1 45 2 
2011 117 477 93 32 2 10 1 1 45 2 
2012 117 477 93 32 2 11 1 1 45 2 
2013 89 478 30 31 3 3 17 1 45 253 
2014 89 478 30 31 3 4 17 1 45 253 
2015 89 478 30 31 3 5 17 1 45 253 
2016 89 478 30 31 3 6 17 1 45 263 
2023 225 481 158 32 6 4 1 1 45 2 
2024 225 481 158 32 6 5 1 1 45 2 
2066 281 494 91 43 3 16 1 1 45 2 
2067 281 494 91 43 3 17 1 1 45 2 
2068 281 494 91 43 5 16 1 1 45 2 
2069 281 494 91 43 5 17 1 1 45 2 
2088 283 500 158 32 2 8 1 1 45 2 
2089 283 500 158 32 2 9 1 1 45 2 
2090 283 500 158 32 2 10 1 1 45 2 
2091 283 500 158 32 2 11 1 1 45 2 
2153 218 516 92 39 3 5 17 1 45 253 
2154 218 516 92 39 3 6 17 1 45 253 
2155 218 516 92 39 5 5 17 1 45 263 
2156 218 516 92 39 5 6 17 1 45 263 
2157 181 517 103 42 2 2 1 1 45 2 
2158 181 517 103 42 2 3 1 1 45 2 
2165 161 520 87 43 3 2 1 1 45 2 
2166 161 520 87 43 3 3 1 1 45 2 
2167 161 520 87 43 5 2 1 1 45 2 
2168 161 520 87 43 5 3 1 1 45 2 
2169 167 521 142 14 5 15 17 1 45 253 
2170 167 521 142 14 5 16 17 1 45 253 
2171 167 521 142 14 5 17 17 1 45 253 
2172 167 521 142 14 5 17 17 1 45 253 
2230 294 533 50 31 3 2 17 1 45 253 
2231 294 533 50 31 3 3 17 1 45 253 
2232 294 533 50 31 3 4 17 1 45 253 
2233 294 533 50 31 3 5 17 1 45 253 
2234 295 534 88 31 6 7 17 1 45 253 
2235 295 534 88 31 6 9 17 1 45 253 
2244 70 537 158 32 2 4 1 1 45 2 
2245 70 537 158 32 2 5 1 1 45 2 
2299 187 552 93 32 4 2 1 1 45 2 
2300 187 552 93 32 4 3 1 1 45 2 
2301 187 552 93 32 4 4 1 1 45 2 
2302 187 552 93 32 4 5 1 1 45 2 
2303 299 553 154 34 2 10 1 1 45 2 
2304 299 553 154 34 2 11 1 1 45 2 
2305 299 553 154 34 4 10 1 1 45 2 
2306 299 553 154 34 4 11 1 1 45 2 
2311 300 555 130 34 3 4 1 1 45 2 
2312 300 555 130 34 3 5 1 1 45 2 
2313 300 555 130 34 5 4 1 1 45 2 
2314 300 555 130 34 5 5 1 1 45 2 
2315 201 556 130 34 4 8 1 1 45 2 
2316 201 556 130 34 4 9 1 1 45 2 
2317 201 556 130 34 6 8 1 1 45 2 
2318 201 556 130 34 6 9 1 1 45 2 
2319 187 557 93 32 4 8 1 1 45 2 
2320 187 557 93 32 4 9 1 1 45 2 
2321 187 557 93 32 4 10 1 1 45 2 
2322 301 558 157 32 2 8 1 1 45 2 
2323 301 558 157 32 2 9 1 1 45 2 
2324 301 558 157 32 2 10 1 1 45 2 
2325 301 558 157 32 2 11 1 1 45 2 
2331 79 561 155 34 5 16 1 1 45 2 
2332 79 561 155 34 5 17 1 1 45 2 
2355 79 567 155 34 3 14 1 1 45 2 
2356 79 567 155 34 3 15 1 1 45 2 
2357 79 567 155 34 5 14 1 1 45 2 
2358 79 567 155 34 5 15 1 1 45 2 
2371 306 571 76 43 2 8 1 1 45 2 
2372 306 571 76 43 2 9 1 1 45 2 
2373 306 571 76 43 4 8 1 1 45 2 
2374 306 571 76 43 4 9 1 1 45 2 
2375 79 572 155 34 5 10 1 1 45 2 
2376 79 572 155 34 5 11 1 1 45 2 
2377 51 573 110 27 6 2 1 1 45 2 
2378 51 573 110 27 6 3 1 1 45 2 
2379 51 573 110 27 6 4 1 1 45 2 
2380 51 573 110 27 6 5 1 1 45 2 
2387 28 575 88 31 4 2 17 1 45 253 
2388 28 575 88 31 4 2 17 1 45 253 
2389 28 575 88 31 4 3 17 1 45 253 
2390 28 575 88 31 4 3 17 1 45 253 
2391 28 575 88 31 4 4 17 1 45 253 
2392 28 575 88 31 4 4 17 1 45 253 
2393 28 575 88 31 4 5 17 1 45 253 
2394 28 575 88 31 4 5 17 1 45 253 
2395 28 575 88 31 4 1 17 1 45 253 
2396 28 575 88 31 4 1 17 1 45 253 
2397 28 575 88 31 6 8 17 1 45 253 
2398 28 575 88 31 6 8 17 1 45 253 
2399 28 575 88 31 6 9 17 1 45 253 
2400 28 575 88 31 6 9 17 1 45 253 
2401 28 575 88 31 6 10 17 1 45 253 
2402 28 575 88 31 6 10 17 1 45 253 
2403 28 575 88 31 6 11 17 1 45 253 
2404 28 575 88 31 6 11 17 1 45 253 
2454 144 586 152 15 3 14 1 1 45 2 
2455 144 586 152 15 3 15 1 1 45 2 
2456 144 586 152 15 3 16 1 1 45 2 
2457 144 586 152 15 3 17 1 1 45 2 
2511 113 601 177 12 6 10 1 1 45 2 
2512 113 601 177 12 6 11 1 1 45 2 
2517 153 603 87 43 3 8 1 1 45 2 
2518 153 603 87 43 3 9 1 1 45 2 
2519 153 603 87 43 5 8 1 1 45 2 
2520 153 603 87 43 5 9 1 1 45 2 
2529 12 606 156 32 3 2 1 1 45 2 
2530 12 606 156 32 3 3 1 1 45 2 
2531 12 606 156 32 3 4 1 1 45 2 
2532 12 606 156 32 3 5 1 1 45 2 
2555 28 613 88 31 4 2 17 1 45 253 
2556 28 613 88 31 4 2 17 1 45 253 
2557 28 613 88 31 4 2 17 1 45 253 
2558 28 613 88 31 4 3 17 1 45 253 
2559 28 613 88 31 4 3 17 1 45 253 
2560 28 613 88 31 4 3 17 1 45 253 
2561 28 613 88 31 4 4 17 1 45 253 
2562 28 613 88 31 4 4 17 1 45 253 
2563 28 613 88 31 4 4 17 1 45 253 
2564 28 613 88 31 4 5 17 1 45 253 
2565 28 613 88 31 4 5 17 1 45 253 
2566 28 613 88 31 4 5 17 1 45 253 
2567 28 613 88 31 4 1 17 1 45 253 
2568 28 613 88 31 4 1 17 1 45 253 
2569 28 613 88 31 6 8 17 1 45 253 
2570 28 613 88 31 6 8 17 1 45 253 
2571 28 613 88 31 6 8 17 1 45 253 
2572 28 613 88 31 6 8 17 1 45 253 
2573 28 613 88 31 6 9 17 1 45 253 
2574 28 613 88 31 6 9 17 1 45 253 
2575 28 613 88 31 6 9 17 1 45 253 
2576 28 613 88 31 6 9 17 1 45 253 
2577 28 613 88 31 6 10 17 1 45 253 
2578 28 613 88 31 6 10 17 1 45 253 
2579 28 613 88 31 6 10 17 1 45 253 
2580 28 613 88 31 6 10 17 1 45 253 
2581 28 613 88 31 6 11 17 1 45 253 
2582 28 613 88 31 6 11 17 1 45 253 
2583 28 613 88 31 6 11 17 1 45 253 
2584 28 613 88 31 6 11 17 1 45 253 
2585 28 613 88 31 6 7 17 1 45 253 
2590 117 615 93 32 3 8 1 1 45 2 
2591 117 615 93 32 3 9 1 1 45 2 
2592 117 615 93 32 3 10 1 1 45 2 
2593 117 615 93 32 3 11 1 1 45 2 
2594 30 616 155 34 2 16 1 1 45 2 
2595 30 616 155 34 2 17 1 1 45 2 
2596 30 616 155 34 4 16 1 1 45 2 
